
                                                  *****************************
                                                  *  TOTAL    RUN    SUMMARY  *
                                                  *****************************

     TIME STEP              PRODUCTION                   INJECTION     PV WT AQUIFER INFLUX      CUM PRODUCTION       CUM INJECTION
    ---------- ------------------------------------- ----------------   AVG  -------------- ------------------------ ---------------
                  OIL     GAS     WATER    GOR   WATER   GAS   WATER    RES   RATE    CUM     OIL     GAS    WATER    GAS    WATER
                                         SCF/  /OIL                    PRES
     NO.  DAYS   STB/D  MSCF/D   STB/D   STB   RATIO  MSCF/D   STB/D   PSIA  MSTB/D  MMSTB    MSTB   MMSCF   MSTB    MMSCF   MSTB
    205  2205.     670.    837.     1.0  1249.   0.0       0.      0.  5525.    0.0      0.   4524.   4166.      3.      0.      0.
    206  2215.     659.    830.     1.0  1258.   0.0       0.      0.  5525.    0.0      0.   4530.   4174.      3.      0.      0.
    207  2229.     646.    821.     1.0  1270.   0.0       0.      0.  5525.    0.0      0.   4539.   4186.      3.      0.      0.
    208  2244.     634.    814.     1.0  1285.   0.0       0.      0.  5525.    0.0      0.   4549.   4198.      3.      0.      0.
    209  2259.     623.    808.     1.0  1297.   0.0       0.      0.  5525.    0.0      0.   4558.   4210.      3.      0.      0.
    210  2274.     615.    803.     1.0  1306.   0.0       0.      0.  5524.    0.0      0.   4567.   4222.      3.      0.      0.
    211  2289.     608.    799.     1.0  1314.   0.0       0.      0.  5524.    0.0      0.   4577.   4234.      3.      0.      0.
    212  2304.     603.    795.     1.0  1319.   0.0       0.      0.  5524.    0.0      0.   4586.   4246.      4.      0.      0.
    213  2319.     599.    793.     1.0  1325.   0.0       0.      0.  5524.    0.0      0.   4595.   4258.      4.      0.      0.
    214  2334.     595.    791.     1.0  1329.   0.0       0.      0.  5524.    0.0      0.   4603.   4270.      4.      0.      0.
    215  2349.     593.    789.     1.0  1331.   0.0       0.      0.  5524.    0.0      0.   4612.   4282.      4.      0.      0.
    216  2364.     590.    787.     1.0  1333.   0.0       0.      0.  5523.    0.0      0.   4621.   4294.      4.      0.      0.
    217  2379.     588.    785.     1.0  1334.   0.0       0.      0.  5523.    0.0      0.   4630.   4305.      4.      0.      0.
    218  2394.     587.    783.     0.9  1334.   0.0       0.      0.  5523.    0.0      0.   4639.   4317.      4.      0.      0.
    219  2409.     585.    781.     0.9  1334.   0.0       0.      0.  5523.    0.0      0.   4648.   4329.      4.      0.      0.
    220  2424.     584.    779.     0.9  1334.   0.0       0.      0.  5523.    0.0      0.   4656.   4340.      4.      0.      0.
    221  2439.     582.    776.     0.9  1334.   0.0       0.      0.  5523.    0.0      0.   4665.   4352.      4.      0.      0.
    222  2454.     666.    815.     0.9  1224.   0.0       0.      0.  5523.    0.0      0.   4675.   4364.      4.      0.      0.
    223  2469.     663.    812.     0.9  1224.   0.0       0.      0.  5522.    0.0      0.   4685.   4377.      4.      0.      0.
    224  2484.     661.    809.     0.9  1224.   0.0       0.      0.  5522.    0.0      0.   4695.   4389.      4.      0.      0.
    225  2499.     659.    806.     0.9  1224.   0.0       0.      0.  5522.    0.0      0.   4705.   4401.      4.      0.      0.
    226  2514.     630.    786.     0.9  1248.   0.0       0.      0.  5522.    0.0      0.   4714.   4413.      4.      0.      0.
    227  2529.     613.    776.     0.9  1265.   0.0       0.      0.  5522.    0.0      0.   4723.   4424.      4.      0.      0.
    228  2544.     601.    770.     0.9  1280.   0.0       0.      0.  5522.    0.0      0.   4732.   4436.      4.      0.      0.
    229  2555.     592.    765.     0.9  1291.   0.0       0.      0.  5522.    0.0      0.   4739.   4444.      4.      0.      0.
    230  2570.     587.    761.     0.9  1297.   0.0       0.      0.  5522.    0.0      0.   4748.   4456.      4.      0.      0.
    231  2585.     580.    757.     0.9  1304.   0.0       0.      0.  5521.    0.0      0.   4757.   4467.      4.      0.      0.
    232  2600.     575.    754.     0.9  1311.   0.0       0.      0.  5521.    0.0      0.   4765.   4478.      4.      0.      0.
    233  2615.     571.    752.     0.9  1316.   0.0       0.      0.  5521.    0.0      0.   4774.   4490.      4.      0.      0.
    234  2630.     568.    750.     0.9  1320.   0.0       0.      0.  5521.    0.0      0.   4782.   4501.      4.      0.      0.
    235  2645.     566.    748.     0.9  1322.   0.0       0.      0.  5521.    0.0      0.   4791.   4512.      4.      0.      0.
    236  2660.     564.    746.     0.9  1324.   0.0       0.      0.  5521.    0.0      0.   4799.   4523.      4.      0.      0.
    237  2675.     562.    744.     0.9  1324.   0.0       0.      0.  5521.    0.0      0.   4808.   4534.      4.      0.      0.
    238  2690.     644.    782.     0.9  1215.   0.0       0.      0.  5520.    0.0      0.   4817.   4546.      4.      0.      0.
    239  2705.     641.    779.     0.9  1215.   0.0       0.      0.  5520.    0.0      0.   4827.   4558.      4.      0.      0.
    240  2720.     612.    759.     0.9  1240.   0.0       0.      0.  5520.    0.0      0.   4836.   4569.      4.      0.      0.
    241  2735.     596.    749.     0.9  1257.   0.0       0.      0.  5520.    0.0      0.   4845.   4580.      4.      0.      0.
    242  2750.     584.    743.     0.9  1272.   0.0       0.      0.  5520.    0.0      0.   4854.   4592.      4.      0.      0.
    243  2765.     575.    738.     0.9  1284.   0.0       0.      0.  5520.    0.0      0.   4862.   4603.      4.      0.      0.
    244  2780.     567.    734.     0.9  1293.   0.0       0.      0.  5520.    0.0      0.   4871.   4614.      4.      0.      0.
    245  2795.     562.    730.     0.9  1300.   0.0       0.      0.  5520.    0.0      0.   4879.   4625.      4.      0.      0.
    246  2810.     557.    727.     0.9  1306.   0.0       0.      0.  5519.    0.0      0.   4888.   4635.      4.      0.      0.
    247  2825.     553.    726.     0.9  1311.   0.0       0.      0.  5519.    0.0      0.   4896.   4646.      4.      0.      0.
    248  2840.     551.    724.     0.9  1315.   0.0       0.      0.  5519.    0.0      0.   4904.   4657.      4.      0.      0.
    249  2855.     548.    722.     0.9  1317.   0.0       0.      0.  5519.    0.0      0.   4912.   4668.      4.      0.      0.
    250  2870.     546.    720.     0.9  1318.   0.0       0.      0.  5519.    0.0      0.   4921.   4679.      4.      0.      0.
    251  2885.     627.    757.     0.9  1209.   0.0       0.      0.  5519.    0.0      0.   4930.   4690.      4.      0.      0.
    252  2900.     596.    736.     0.9  1235.   0.0       0.      0.  5519.    0.0      0.   4939.   4701.      4.      0.      0.
    253  2915.     580.    727.     0.9  1253.   0.0       0.      0.  5519.    0.0      0.   4948.   4712.      4.      0.      0.
    254  2920.     570.    722.     0.9  1267.   0.0       0.      0.  5519.    0.0      0.   4951.   4716.      4.      0.      0.
    255  2928.     567.    720.     0.9  1271.   0.0       0.      0.  5519.    0.0      0.   4955.   4721.      4.      0.      0.
    256  2939.     562.    718.     0.9  1277.   0.0       0.      0.  5518.    0.0      0.   4961.   4729.      4.      0.      0.
    257  2954.     556.    714.     0.9  1284.   0.0       0.      0.  5518.    0.0      0.   4969.   4740.      4.      0.      0.
    258  2969.     550.    710.     0.9  1292.   0.0       0.      0.  5518.    0.0      0.   4978.   4751.      4.      0.      0.
    259  2984.     545.    707.     0.9  1298.   0.0       0.      0.  5518.    0.0      0.   4986.   4761.      4.      0.      0.
    260  2999.     541.    705.     0.9  1304.   0.0       0.      0.  5518.    0.0      0.   4994.   4772.      4.      0.      0.
    261  3014.     537.    703.     0.9  1309.   0.0       0.      0.  5518.    0.0      0.   5002.   4782.      4.      0.      0.
    262  3029.     535.    702.     0.9  1312.   0.0       0.      0.  5518.    0.0      0.   5010.   4793.      4.      0.      0.
    263  3044.     613.    738.     0.9  1204.   0.0       0.      0.  5518.    0.0      0.   5019.   4804.      4.      0.      0.
    264  3059.     582.    716.     0.9  1231.   0.0       0.      0.  5518.    0.0      0.   5028.   4815.      4.      0.      0.
    265  3074.     567.    708.     0.9  1249.   0.0       0.      0.  5517.    0.0      0.   5037.   4825.      4.      0.      0.
    266  3089.     556.    703.     0.9  1263.   0.0       0.      0.  5517.    0.0      0.   5045.   4836.      4.      0.      0.
    267  3104.     548.    698.     0.9  1274.   0.0       0.      0.  5517.    0.0      0.   5053.   4846.      4.      0.      0.
    268  3119.     541.    694.     0.9  1283.   0.0       0.      0.  5517.    0.0      0.   5061.   4857.      4.      0.      0.
    269  3134.     535.    691.     0.9  1290.   0.0       0.      0.  5517.    0.0      0.   5069.   4867.      4.      0.      0.
    270  3149.     531.    688.     0.9  1296.   0.0       0.      0.  5517.    0.0      0.   5077.   4877.      4.      0.      0.
    271  3164.     527.    686.     0.9  1302.   0.0       0.      0.  5517.    0.0      0.   5085.   4888.      4.      0.      0.
    272  3179.     524.    684.     0.9  1306.   0.0       0.      0.  5517.    0.0      0.   5093.   4898.      4.      0.      0.
    273  3194.     521.    682.     0.8  1309.   0.0       0.      0.  5517.    0.0      0.   5101.   4908.      4.      0.      0.
    274  3209.     599.    718.     0.8  1199.   0.0       0.      0.  5516.    0.0      0.   5110.   4919.      4.      0.      0.
    275  3224.     566.    696.     0.8  1228.   0.0       0.      0.  5516.    0.0      0.   5118.   4929.      4.      0.      0.
    276  3239.     553.    688.     0.8  1245.   0.0       0.      0.  5516.    0.0      0.   5127.   4940.      4.      0.      0.
    277  3254.     542.    683.     0.8  1259.   0.0       0.      0.  5516.    0.0      0.   5135.   4950.      4.      0.      0.
    278  3269.     534.    678.     0.8  1270.   0.0       0.      0.  5516.    0.0      0.   5143.   4960.      4.      0.      0.
    279  3284.     527.    674.     0.8  1279.   0.0       0.      0.  5516.    0.0      0.   5151.   4970.      4.      0.      0.
    280  3285.     522.    672.     0.8  1287.   0.0       0.      0.  5516.    0.0      0.   5151.   4971.      4.      0.      0.
    281  3287.     522.    672.     0.8  1287.   0.0       0.      0.  5516.    0.0      0.   5152.   4972.      4.      0.      0.
    282  3290.     521.    671.     0.8  1288.   0.0       0.      0.  5516.    0.0      0.   5154.   4974.      4.      0.      0.
    283  3294.     521.    671.     0.8  1289.   0.0       0.      0.  5516.    0.0      0.   5156.   4977.      4.      0.      0.
    284  3300.     519.    670.     0.8  1290.   0.0       0.      0.  5516.    0.0      0.   5159.   4981.      4.      0.      0.
    285  3310.     517.    669.     0.8  1293.   0.0       0.      0.  5516.    0.0      0.   5164.   4988.      4.      0.      0.
    286  3324.     515.    667.     0.8  1297.   0.0       0.      0.  5516.    0.0      0.   5171.   4997.      4.      0.      0.
    287  3339.     511.    665.     0.8  1301.   0.0       0.      0.  5516.    0.0      0.   5179.   5007.      4.      0.      0.
    288  3354.     508.    664.     0.8  1305.   0.0       0.      0.  5515.    0.0      0.   5187.   5017.      4.      0.      0.
    289  3369.     506.    662.     0.8  1307.   0.0       0.      0.  5515.    0.0      0.   5194.   5027.      4.      0.      0.
    290  3384.     504.    660.     0.8  1309.   0.0       0.      0.  5515.    0.0      0.   5202.   5037.      4.      0.      0.
    291  3399.     502.    658.     0.8  1310.   0.0       0.      0.  5515.    0.0      0.   5209.   5047.      4.      0.      0.
    292  3414.     501.    657.     0.8  1311.   0.0       0.      0.  5515.    0.0      0.   5217.   5057.      4.      0.      0.
    293  3429.     499.    655.     0.8  1312.   0.0       0.      0.  5515.    0.0      0.   5224.   5066.      5.      0.      0.
    294  3444.     498.    653.     0.8  1312.   0.0       0.      0.  5515.    0.0      0.   5232.   5076.      5.      0.      0.
    295  3459.     496.    651.     0.8  1312.   0.0       0.      0.  5515.    0.0      0.   5239.   5086.      5.      0.      0.
    296  3474.     495.    650.     0.8  1312.   0.0       0.      0.  5515.    0.0      0.   5247.   5096.      5.      0.      0.
    297  3489.     494.    648.     0.8  1312.   0.0       0.      0.  5515.    0.0      0.   5254.   5105.      5.      0.      0.
    298  3504.     492.    646.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5262.   5115.      5.      0.      0.
    299  3519.     491.    644.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5269.   5125.      5.      0.      0.
    300  3534.     490.    643.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5276.   5134.      5.      0.      0.
    301  3549.     488.    641.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5284.   5144.      5.      0.      0.
    302  3564.     487.    639.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5291.   5154.      5.      0.      0.
    303  3579.     486.    637.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5298.   5163.      5.      0.      0.
    304  3594.     485.    636.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5305.   5173.      5.      0.      0.
    305  3609.     483.    634.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5313.   5182.      5.      0.      0.
    306  3624.     482.    632.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5320.   5192.      5.      0.      0.
    307  3639.     481.    631.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5327.   5201.      5.      0.      0.
    308  3650.     480.    629.     0.8  1312.   0.0       0.      0.  5514.    0.0      0.   5332.   5208.      5.      0.      0.
